Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1	Expression 2	Expression 3	Expression 4	Expression 5	Expression 6	Expression 7	Expression 8	Expression 9	Expression 10	Expression 11	Expression 12	Expression 13	Expression 14	Expression 15	Expression 16
1625404	1625404	1623359	1623352	-	dcp	b1538	dipeptidyl carboxypeptidase II	58	59	47	60	57	68	46	45	65	55	54	62	86	43	48	50
1625533	1625541	1626287	1626327	+	ydfG	b1539	"Malonic semialdehyde reductase, NADPH-dependent; L-allo-threonine dehydrogenase, NAD(P)-dependent; also oxidizes L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate"	129	129	118	136	170	212	140	174	173	160	251	317	226	305	252	194
1626357	1626376	1627062	1627062	+	ydfH	b1540	predicted DNA-binding transcriptional regulator	73	73	98	83	102	99	65	104	74	74	93	86	73	94	65	69
1627233	1627239	1627442	1627529	+	ydfZ	b1541	"selenoprotein, function unknown"	38	30	18	21	60	45	11	38	19	14	31	29	33	44	47	46
1628938	1628937	1627477	1627477	-	ydfI	b1542	"predicted D-mannonate oxidoreductase, NAD-dependent"	7	8	9	5	5	4	4	6	7	7	34	19	24	21	57	61
1631004	1631096	1631329	1631329	+	ydfK	b1544	"cold shock protein, function unknown, Qin prophage"	0	1	1	0	0	0	0	0	0	0	34	7	20	16	41	44
1631642	1631646	1632236	1632239	+	pinQ	b1545	Qin prophage; predicted site-specific recombinase	1	1	2	2	1	0	1	1	1	2	44	10	32	15	43	50
	1632909	1632334	1632265	-	tfaQ	b1546	Qin prophage; predicted tail fibre assembly protein	2	2	2	2	2	3	2	2	2	2	35	14	25	25	74	85
1633871	1633871	1632909		-	stfQ	b1547	Qin prophage; predicted side tail fibre assembly protein	0	0	1	0	0	0	0	0	0	1	34	6	32	14	42	46
1634738	1634780	1635013	1635013	+	ynfO	b4533	"hypothetical protein, Qin prophage"	0	0	0	0	0	0	0	0	1	0	60	7	48	26	47	54
1635014	1635071	1635481	1635545	+	ydfO	b1549	Qin prophage; predicted protein	16	15	44	18	14	4	17	23	6	21	38	9	14	17	30	37
1635819	1635806	1635633	1635609	-	gnsB	b1550	Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts)	178	179	153	102	129	89	90	122	83	119	300	231	145	187	147	198
1636177	1636133	1635978	1635906	-	ynfN	b1551	Qin prophage; cold shock-induced protein	0	0	0	0	0	0	0	0	0	1	39	7	41	21	36	48
1636786	1636691	1636479	1636479	-	cspI	b1552	Qin prophage; cold shock protein	2	1	0	1	1	0	0	3	0	3	66	31	48	32	44	60
	1637551	1637054	1637002	-	rzpQ	b1553	"Rz-like equivalent, Qin prophage"	1	1	0	1	0	0	0	0	2	1	39	5	28	16	51	55
1637383	1637358	1637104		-	rzoQ	b4689	"probable Rz1-like lipoprotein, Qin prophage"	1	1	0	1	0	0	0	0	3	0	40	4	29	19	55	60
	1638081	1637548	1637536	-	rrrQ	b1554	Qin prophage; predicted lysozyme	1	1	0	0	0	0	0	0	0	0	37	7	36	16	61	54
	1638389	1638078		-	ydfR	b1555	Qin prophage; predicted protein	1	1	1	1	0	1	1	0	0	1	46	9	35	18	39	38
1638651	1638609	1638394	1638394	-	essQ	b1556	Qin prophage; predicted S lysis protein	3	3	1	0	2	2	3	1	1	4	34	10	28	26	84	108
1639596	1639578	1639363	1639363	-	cspB	b1557	Qin prophage; cold shock protein	32	25	58	36	28	16	44	34	16	40	119	111	47	71	83	68
1639842	1639879	1640091	1640363	+	cspF	b1558	Qin prophage; cold shock protein	36	39	80	34	32	28	60	40	15	48	85	30	69	41	84	92
1641278	1641265	1640513	1640513	-	quuQ	b1559	Qin prophage; predicted antitermination protein Q	3	2	2	1	3	3	2	3	3	2	48	10	42	18	64	79
1642337	1642328	1641279	1641279	-	ydfU	b1560	Qin prophage; predicted protein	0	1	1	1	2	0	0	1	0	0	30	7	20	13	38	42
1642974	1642926	1642675	1642567	-	rem	b1561	Qin prophage; predicted protein	37	34	35	16	19	26	37	20	22	35	70	38	102	55	120	125
1643317	1643298	1643143	1643097	-	hokD	b1562	Qin prophage; small toxic polypeptide	75	69	47	42	52	82	89	56	83	87	127	161	84	153	138	126
	1643657	1643370	1643370	-	relE	b1563	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system	181	170	186	176	199	314	222	200	252	240	353	527	313	472	447	262
1643901	1643896	1643657		-	relB	b1564	Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor	138	138	159	162	166	221	134	193	211	174	266	337	232	302	318	227
1643848	1643921	1644226	1644226	+	ydfV	b1565	Qin prophage; predicted protein	0	0	2	0	0	1	0	0	1	0	41	12	35	23	48	57
1644322	1644429	1644761	1644838	+	flxA	b1566	Qin prophage; predicted protein	2	2	0	0	1	0	0	0	1	0	59	21	56	26	59	66
1645899	1645874	1645644	1645638	-	dicC	b1569	Qin prophage; DNA-binding transcriptional regulator for DicB	5	3	6	5	1	0	4	3	0	3	30	6	29	23	57	62
1645955	1645958	1646365	1646365	+	dicA	b1570	Qin prophage; predicted regulator for DicB	133	126	137	123	179	99	92	163	86	88	211	254	173	353	206	202
1646478	1646532	1646687	1646687	+	ydfA	b1571	Qin prophage; predicted protein	34	27	27	29	34	9	23	26	14	21	69	32	55	56	117	98
1646688	1646689	1646817	1646817	+	ydfB	b1572	Qin prophage; predicted protein	17	12	15	11	19	5	3	17	4	9	36	23	48	35	46	39
1646847	1646847	1647065	1647092	+	ydfC	b1573	"conserved protein, Qin prophage"	7	7	2	5	7	2	1	4	0	1	32	16	41	20	48	57
1647406			1647458	+	dicF	b1574	-	2	1	4	2	1	0	0	0	0	1	23	21	17	5	39	50
1647622	1647633	1647821		+	dicB	b1575	Qin prophage; cell division inhibition protein	2	1	3	2	4	0	0	1	0	2	38	11	15	12	26	43
	1647818	1648009	1648009	+	ydfD	b1576	Qin prophage; predicted protein	2	2	5	2	3	0	1	2	0	0	19	9	9	12	24	39
1650268			1650167	-	-	predicted RNA	-	1	1	0	1	0	2	0	0	2	3	1264	228	1281	516	898	752
1651939	1651939	1650920	1650853	-	rspB	b1580	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	1	1	1	0	0	0	1	0	1	1	33	6	24	17	54	62
1653165	1653165	1651951	1651940	-	rspA	b1581	bifunctional D-altronate/D-mannonate dehydratase	0	0	1	0	0	0	2	1	0	2	31	6	23	16	52	58
1653697	1653697	1653371	1653359	-	ynfA	b1582	"inner membrane protein, UPF0060 family"	26	23	28	22	20	27	26	23	25	29	52	46	52	23	77	97
1653780	1653832	1654173	1654173	+	ynfB	b1583	predicted protein	295	290	347	373	465	224	187	445	216	208	247	374	328	356	250	190
1654204	1654208	1654768	1654783	+	speG	b1584	spermidine N1-acetyltransferase	190	189	261	255	296	172	196	313	175	195	173	201	170	192	193	166
1655491	1655481	1654771	1654607	-	ynfC	b1585	"lipoprotein, UPF0257 family"	68	64	60	54	73	89	49	75	71	65	176	241	162	178	218	168
1655574	1655589	1655894	1655896	+	ynfD	b1586	predicted protein	13	12	26	29	26	10	10	34	9	8	49	57	61	93	108	72
1656093	1656093	1658519	1658519	+	ynfE	b1587	"probable selenate reductase, periplasmic"	0	0	1	0	1	0	0	0	0	0	28	7	21	13	44	46
1658580	1658580	1661003	1661010	+	ynfF	b1588	"S- and N-oxide reductase, A subunit, periplasmic"	4	5	4	4	6	7	3	4	5	2	31	13	24	19	36	39
1661011	1661014	1661631	1661632	+	ynfG	b1589	"oxidoreductase, Fe-S subunit"	5	4	6	6	9	11	4	5	5	5	38	19	27	22	53	54
1661633	1661633	1662487	1662529	+	ynfH	b1590	"oxidoreductase, membrane subunit"	59	59	36	26	25	31	20	25	28	27	37	32	37	42	53	58
1662536			1662450	-	-	predicted RNA	antisense: ynfH dmsD	14	13	14	25	7	16	34	7	20	14	310	535	733	165	115	139
1662530	1662530	1663144	1663152	+	dmsD	b1591	twin-argninine leader-binding protein for DmsA and TorA	43	41	39	34	19	35	32	29	33	34	41	19	36	22	32	38
1663329	1663339	1664595	1664595	+	clcB	b1592	"chloride channel, voltage-gated"	5	5	8	6	7	7	7	7	6	6	32	9	26	16	48	55
1665243	1665243	1664548	1664548	-	ynfK	b1593	predicted dethiobiotin synthetase	12	11	7	8	8	17	9	10	14	6	39	13	29	19	35	38
1666635	1666588	1665368	1665244	-	dgsA	b1594	Global DNA-binding transcriptional repressor; autorepressor; required for anaerobic growth on glucosamine	33	35	37	26	12	22	24	15	19	17	50	21	70	26	79	77
	1667616	1666723		-	ynfL	b1595	predicted DNA-binding transcriptional regulator	5	4	6	3	5	4	3	4	3	2	20	12	22	18	28	32
1667697	1667723	1668976	1668976	+	ynfM	b1596	predicted transporter	8	7	11	5	4	4	6	5	3	8	44	15	36	26	53	64
1669388	1669400	1669708	1669708	+	asr	b1597	acid shock-inducible periplasmic protein	1	2	3	4	12	3	0	9	3	0	64	41	48	62	65	54
1669801	1669801	1669884	1669983	+	ydgU	b4601	hypothetical protein	0	0	0	0	0	1	0	0	3	0	65	5	81	31	128	116
1669984	1669984	1670805	1670805	+	ydgD	b1598	predicted peptidase	23	20	19	18	33	26	14	27	18	14	90	119	71	151	152	86
	1671173	1670844	1670840	-	mdtI	b1599	multidrug efflux system transporter	12	10	12	9	6	1	8	9	3	8	41	15	34	23	53	55
1671525	1671525	1671160		-	mdtJ	b1600	multidrug efflux system transporter	27	25	25	14	21	5	15	20	8	22	65	9	46	25	52	61
1671937	1671937	1672971	1673071	+	tqsA	b1601	pheromone AI-2 transporter	3	3	4	2	2	5	3	3	1	3	20	9	25	16	34	37
1674384	1674384	1672996	1672996	-	pntB	b1602	"pyridine nucleotide transhydrogenase, beta subunit"	139	144	127	118	50	136	94	30	122	80	152	223	342	88	84	92
1675989	1675927	1674395	1674395	-	pntA	b1603	"pyridine nucleotide transhydrogenase, alpha subunit"	110	112	110	113	45	125	77	30	108	62	162	313	357	134	34	52
1676324	1676451	1677395	1677580	+	ydgH	b1604	predicted protein	60	60	35	34	24	43	40	13	38	33	63	58	79	52	39	41
1677581	1677581	1678963	1678987	+	ydgI	b1605	predicted arginine/ornithine antiporter transporter	32	28	38	14	5	4	36	9	8	37	29	9	26	13	35	38
	1679000	1679722		+	folM	b1606	"dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme"	17	19	17	11	9	7	14	10	8	14	21	16	27	20	23	21
1680054	1680054	1679719	1679702	-	ydgC	b1607	"inner membrane protein, GlpM family"	11	11	9	10	16	6	11	14	12	15	40	27	44	26	40	43
1680171	1680183	1680902	1680902	+	rstA	b1608	"multicopy supressor of yjeE, yeaZ or ygjD deletion lethality, predicted response regulator of two-component regulatory system with sensor protein RstB"	77	76	81	97	134	58	46	130	56	51	64	65	61	93	71	74
1680903	1680906	1682207	1682282	+	rstB	b1609	sensory histidine kinase in two-component regulatory system with RstA	38	37	45	58	86	37	33	75	37	35	52	49	44	60	64	70
1682283	1682283	1683212	1683212	+	tus	b1610	"inhibitor of replication at Ter, DNA-binding protein"	25	24	34	30	30	24	25	28	22	26	71	35	45	37	66	63
1684629	1684612	1683209	1683106	-	fumC	b1611	"fumarate hydratase (fumarase C),aerobic Class II"	23	24	10	56	87	10	18	41	11	16	39	50	68	33	39	44
1686423	1686401	1684755	1684754	-	fumA	b1612	"fumarate hydratase (fumarase A), aerobic Class I"	197	205	87	194	247	86	285	241	152	289	298	130	402	126	133	263
1686589	1686600	1687775	1687775	+	manA	b1613	mannose-6-phosphate isomerase	100	101	96	104	124	115	81	120	95	84	111	103	128	94	88	93
1687841	1687876	1689384	1689389	+	ydgA	b1614	"conserved protein, DUF945 family"	209	212	236	243	289	177	161	274	170	169	325	617	248	638	457	214
1690875	1690875	1689610	1689610	-	uidC	b1615	predicted outer membrane porin protein	0	0	0	0	0	0	1	0	0	0	41	6	35	20	75	85
	1692287	1690914	1690914	-	uidB	b1616	glucuronide transporter	0	0	0	0	0	0	0	0	0	1	37	5	22	20	103	115
1694116	1694095	1692284		-	uidA	b1617	beta-D-glucuronidase	1	1	0	1	1	0	0	1	0	1	31	4	31	13	42	44
1695225	1695076	1694486	1694401	-	uidR	b1618	DNA-binding transcriptional repressor	50	51	56	42	49	34	30	58	28	31	61	49	74	51	88	85
1696101	1696064	1695297	1695253	-	hdhA	b1619	"7-alpha-hydroxysteroid dehydrogenase, NAD-dependent"	68	77	77	128	267	93	39	215	77	39	294	744	252	782	557	208
1697231	1697204	1696176	1696168	-	malI	b1620	transcriptional repressor of Mal regulon	14	13	15	12	7	8	10	10	8	13	34	8	37	17	40	46
1697379	1697379	1698971	1698971	+	malX	b1621	"fused maltose and glucose-specific PTS enzymes: IIB component, IIC component"	10	13	11	11	7	12	21	13	15	20	36	14	29	18	38	43
1698972	1698981	1700153	1700153	+	malY	b1622	"bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon"	24	27	22	28	30	65	40	34	52	48	47	36	43	36	43	47
1700253	1700257	1701258	1701258	+	add	b1623	adenosine deaminase	22	25	124	224	229	25	17	259	17	19	45	27	47	22	40	46
1702337	1702332	1701292	1701292	-	ydgJ	b1624	predicted oxidoreductase	41	40	42	46	40	121	47	44	83	47	62	58	80	42	67	68
1702557	1702575	1702700	1702805	+	blr	b4409	beta-lactam resistance membrane protein	66	61	208	123	86	78	59	140	51	77	79	105	41	82	95	103
1702932	1702973	1703188	1703207	+	cnu	b1625	oriC-binding complex H-NS/Cnu; binds 26 bp cnb site; also forms a complex with StpA	86	96	216	101	80	29	54	133	26	66	191	115	122	140	178	136
1703256	1703274	1703714	1703714	+	ydgK	b1626	"inner membrane protein, DUF2569 family"	122	112	225	140	123	37	132	179	60	140	155	163	93	169	147	154
1703791	1703791	1704372		+	rsxA	b1627	electron transport complex protein required for the reduction of SoxR	103	96	164	121	86	29	120	134	43	147	156	126	116	150	123	148
	1704372	1704950		+	rsxB	b1628	"electron transport complex protein, iron-sulfur protein, required for the reduction of SoxR"	69	69	101	68	45	17	84	68	20	77	80	50	54	54	58	65
	1704943	1707165		+	rsxC	b1629	electron transport complex protein required for the reduction of SoxR; predicted membrane-associated NADH oxidoreductase	49	49	61	46	33	11	51	42	20	49	28	14	28	23	28	33
	1707166	1708224	1708224	+	rsxD	b1630	electron transport complex protein required for the reduction of SoxR; predicted membrane protein	60	57	98	63	35	17	81	47	27	82	48	22	52	32	70	82
1708228	1708228	1708848	1708848	+	rsxG	b1631	electron transport complex protein required for the reduction of SoxR	76	74	95	76	55	20	100	69	42	91	41	32	37	34	34	45
1708849	1708852	1709547		+	rsxE	b1632	electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR	75	75	121	83	81	32	95	85	45	98	46	50	53	51	56	64
	1709547	1710182	1710182	+	nth	b1633	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)	69	70	87	68	73	20	52	74	28	65	40	30	34	39	58	68
1710793	1710793	1712295	1712295	+	dtpA	b1634	dipeptide and tripeptide permease A	393	382	460	404	303	503	667	375	458	710	31	12	30	19	61	66
1712384	1712401	1713006	1713006	+	gstA	b1635	glutathionine S-transferase	82	84	79	84	105	150	51	94	108	53	216	308	317	283	254	182
	1713913	1713050		-	pdxY	b1636	pyridoxamine kinase	46	51	41	75	96	133	45	80	117	49	16	18	27	16	27	30
1715246	1715246	1713972	1713938	-	tyrS	b1637	tyrosyl-tRNA synthetase	468	453	343	357	344	546	408	303	504	447	120	158	147	103	86	95
1716031	1716031	1715375	1715247	-	pdxH	b1638	pyridoxine 5'-phosphate oxidase	144	142	146	202	292	423	177	239	300	180	143	188	143	141	138	127
1716482	1716419	1716090	1716065	-	mliC	b1639	"inhibitor of c-type lysozyme, membrane-bound; predicted lipoprotein"	6	7	5	10	16	15	6	13	9	5	37	29	29	30	45	37
1717640	1717626	1716517	1716517	-	anmK	b1640	anhydro-N-acetylmuramic acid kinase	10	11	10	11	4	20	9	5	20	8	26	11	30	15	34	39
1717847	1717900	1718367	1718370	+	slyB	b1641	outer membrane lipoprotein	1070	1010	1123	1252	1115	495	689	1456	484	820	362	573	524	423	431	251
1718863	1718848	1718414	1718414	-	slyA	b1642	DNA-binding transcriptional activator	137	141	196	183	196	220	102	203	171	134	290	350	291	436	298	237
1719044	1719049	1719285	1719287	+	ydhI	b1643	predicted inner membrane protein	77	70	113	90	84	41	42	97	42	41	85	43	82	55	157	150
1719288	1719288	1720145		+	ydhJ	b1644	predicted membrane fusion protein (MFP) of YdhJK efflux pump	40	40	39	39	42	17	17	36	18	21	49	14	39	32	56	58
	1720145	1722157	1722543	+	ydhK	b1645	Efflux protein family (PET) component of predicted YdhJK efflux pump	8	8	11	9	8	5	5	9	7	6	24	10	22	16	36	39
1722685	1722679	1722158	1722081	-	sodC	b1646	"superoxide dismutase, Cu, Zn"	15	15	14	20	25	25	8	21	15	11	63	165	93	100	138	51
1723663	1723656	1722760	1722760	-	ydhF	b1647	predicted oxidoreductase	59	56	65	78	105	96	53	107	105	68	159	207	122	216	174	118
1723957	1723944	1723705	1723705	-	ydhL	b1648	conserved protein	3	1	3	5	7	11	3	9	8	5	48	47	50	56	61	37
1724032	1724047	1724646	1724666	+	nemR	b1649	"transcriptional repressor for the nem operon, NEM-inactivated"	12	12	22	17	14	13	17	14	20	22	31	38	38	36	39	32
1724683	1724683	1725780	1725836	+	nemA	b1650	"N-ethylmaleimide reductase, FMN-linked"	36	34	39	45	45	102	44	48	90	53	40	65	50	52	69	53
1725837	1725861	1726268	1726268	+	gloA	b1651	"glyoxalase I, Ni-dependent"	334	326	329	319	355	317	211	388	313	246	209	291	306	257	245	176
	1726371	1727018	1727018	+	rnt	b1652	ribonuclease T (RNase T)	46	47	66	48	41	32	32	62	23	27	35	28	31	25	30	29
1727111	1727111	1731727	1732333	+	lhr	b1653	predicted ATP-dependent helicase	3	2	3	5	6	10	3	4	7	2	32	14	30	19	44	45
1732184	1732125	1731778	1731778	-	grxD	b1654	glutaredoxin-4	1318	1461	1591	1248	1756	1046	935	1873	959	927	839	1371	1010	2692	1574	1019
1732458	1732459	1733274	1733274	+	ydhO	b1655	"predicted peptidase, C40 clan"	31	30	33	39	68	35	19	59	44	27	136	68	132	82	86	91
1733396	1733402	1733983	1734014	+	sodB	b1656	"superoxide dismutase, Fe"	897	928	569	558	335	310	254	367	271	297	129	231	236	147	113	87
1735314	1735314	1734145	1734145	-	ydhP	b1657	predicted transporter	8	7	10	11	7	19	8	7	11	9	27	16	19	14	40	43
1735569	1735569	1735480	1735395	-	ynhF	b4602	hypothetical protein	15	14	18	6	10	6	3	13	4	6	28	42	48	26	50	54
1735791			1735805	+	-	predicted RNA	-	1154	679	1295	380	287	129	551	394	219	731	677	556	526	618	454	456
1735855	1735868	1736893	1736893	+	purR	b1658	"DNA-binding transcriptional repressor, hypoxanthine-binding"	288	155	216	78	109	51	231	70	55	261	149	179	156	147	120	136
1737834	1737822	1736890	1736890	-	ydhB	b1659	predicted DNA-binding transcriptional regulator	17	16	22	21	22	23	12	28	14	16	37	34	33	45	53	48
1737935	1737935	1739146	1739282	+	ydhC	b1660	predicted transporter	47	45	50	124	115	151	58	137	113	69	40	12	46	24	52	55
1739304			1739338	+	-	predicted RNA	-	175	171	229	263	469	305	95	433	231	160	338	1062	285	572	536	237
1739421	1739437	1740585	1740586	+	cfa	b1661	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)	189	182	163	278	566	468	122	365	312	127	509	1750	593	1052	956	348
1739755			1739679	-	-	predicted RNA	antisense: cfa	9	8	35	57	55	58	19	26	47	16	323	751	384	327	482	164
1741393	1741266	1740625	1740591	-	ribC	b1662	"riboflavin synthase, alpha subunit"	204	208	198	184	199	215	157	218	207	192	176	196	141	147	147	136
1741426	1741481	1742854	1742854	+	mdtK	b1663	multidrug efflux system transporter	24	21	25	15	10	6	26	12	9	27	39	27	42	25	57	59
1744233	1744151	1742895	1742895	-	ydhQ	b1664	conserved protein	121	113	71	75	38	132	69	20	108	59	86	93	138	35	86	94
1744459			1744535	+	valV	b1665	Val tRNA	121	115	132	102	63	64	107	110	78	98	80	55	44	51	62	83
1744540			1744616	+	valW	b1666	Val tRNA	173	161	188	147	112	79	147	162	97	169	121	62	54	64	71	93
1744707	1744724	1745029	1745029	+	ydhR	b1667	predicted monooxygenase	178	177	236	293	363	264	177	360	237	229	683	1521	638	1456	1095	635
1745142	1745155	1746759	1746763	+	ydhS	b1668	conserved protein with FAD/NAD(P)-binding domain	1	1	2	3	6	5	2	5	3	1	102	176	85	162	155	82
1747583	1747583	1746771	1746771	-	ydhT	b1669	conserved protein	2	2	3	3	4	4	2	3	1	3	41	13	29	17	55	50
	1748372	1747587	1747584	-	ydhU	b1670	predicted cytochrome	4	4	5	5	7	9	4	5	4	3	54	26	58	31	108	117
1749037	1749037	1748369		-	ydhX	b1671	predicted 4Fe-4S ferridoxin-type protein	1	1	0	1	2	1	1	1	2	1	37	17	29	21	52	57
1749751	1749748	1749101	1749038	-	ydhW	b1672	predicted protein	3	2	1	4	3	5	5	4	3	3	37	14	46	30	73	72
1751854	1751854	1749752	1749752	-	ydhV	b1673	predicted oxidoreductase	0	0	0	0	0	0	1	0	0	0	29	5	22	12	48	54
1752550	1752501	1751875	1751875	-	ydhY	b1674	predicted 4Fe-4S ferridoxin-type protein	0	0	0	0	0	0	0	0	0	0	45	4	34	20	56	64
1753189	1753165	1752956	1752956	-	ydhZ	b1675	predicted protein	23	20	10	11	8	5	7	14	7	6	52	48	51	47	98	107
1753713	1753722	1755134	1755146	+	pykF	b1676	pyruvate kinase I	605	582	1039	1149	1302	1111	258	1241	857	248	413	932	421	790	406	256
1755410	1755445	1755681	1755701	+	lpp	b1677	murein lipoprotein	17893	17455	15036	10241	8652	17406	18695	14093	15238	17197	24135	30815	11518	20204	22602	16272
1756833	1756749	1755745	1755211	-	ynhG	b1678	"murein L,D-transpeptidase"	6	6	10	15	12	29	9	10	23	8	51	94	55	51	59	44
1757314	1757314	1756898	1756898	-	sufE	b1679	sulfur acceptor protein	16	11	32	66	97	48	45	58	55	43	82	143	69	119	95	72
	1758547	1757327	1757315	-	sufS	b1680	"cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent"	8	7	24	49	65	33	37	45	31	32	67	95	75	92	83	70
	1759815	1758544		-	sufD	b1681	FeS cluster assembly protein of SufBCD complex	8	6	18	39	48	28	35	31	28	26	38	72	59	55	44	39
1760545	1760536	1759790		-	sufC	b1682	"component of SufBCD complex, ATP-binding component of ABC superfamily"	7	7	25	52	63	35	46	33	37	35	65	112	69	69	67	67
1762041	1762033	1760546	1760546	-	sufB	b1683	component of SufBCD complex	11	9	32	60	68	49	59	42	52	47	68	117	90	78	62	62
1762410	1762410	1762042	1762042	-	sufA	b1684	Fe-S cluster assembly protein	11	11	39	82	81	70	63	53	63	54	62	91	103	48	53	43
1762804			1762737	-	rydB	b4430	-	0	0	0	0	0	0	0	0	0	0	2	0	1	2	10	11
1763162	1763146	1762958	1762955	-	ydiH	b1685	predicted protein	7	8	15	17	27	21	5	30	12	5	257	516	213	661	640	301
	1763656	1763246	1763237	-	ydiI	b1686	acyl-CoA esterase in vitro	61	58	26	23	28	41	34	22	41	44	61	88	133	69	89	79
1766793	1766709	1763653		-	ydiJ	b1687	predicted FAD-linked oxidoreductase	51	54	21	16	10	36	38	11	37	38	52	64	97	42	45	44
1767077	1767098	1768210	1768210	+	ydiK	b1688	"inner membrane protein, UPF0118 family"	72	71	71	76	77	105	64	77	86	67	78	65	98	80	125	114
1768396			1768501	+	rprA	b4431	-	0	0	0	1	0	0	3	0	0	1	62	6	56	18	102	111
1768502	1768639	1768995	1769052	+	ydiL	b1689	conserved protein	0	0	0	0	0	0	0	1	0	0	37	9	37	21	51	71
1769095	1769095	1770309	1770309	+	ydiM	b1690	"inner membrane protein, predicted transporter"	0	0	0	0	0	0	0	0	0	0	51	8	33	22	56	67
1770486	1770536	1771801	1771812	+	ydiN	b1691	"Inner membrane protein, predicted MFS superfamily transporter"	0	0	0	0	0	0	0	0	0	0	23	3	24	13	45	58
1771813	1771813	1772679	1772679	+	ydiB	b1692	"quinate/shikimate 5-dehydrogenase, NAD(P)-binding"	7	6	4	5	8	10	3	5	11	4	19	15	22	16	30	34
1772680	1772710	1773468	1773505	+	aroD	b1693	3-dehydroquinate dehydratase	26	32	18	24	32	70	19	29	43	21	73	99	80	94	93	85
1773568	1773611	1775206	1775206	+	ydiF	b1694	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit	1	1	1	0	0	1	0	0	1	1	27	5	22	11	40	50
1775207	1775220	1776371	1776371	+	ydiO	b1695	predicted acyl-CoA dehydrogenase	2	2	1	1	1	1	1	1	1	1	38	5	26	14	46	56
1777327	1777325	1776414	1776409	-	ydiP	b1696	predicted DNA-binding transcriptional regulator	7	8	6	6	7	10	6	7	9	8	47	29	38	26	53	57
1777567	1777641	1778405	1778409	+	ydiQ	b1697	predicted electron transfer flavoprotein subunit	0	1	0	0	0	0	0	1	0	0	23	8	18	12	33	36
