Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression CV104_pHDB3_5	Expression CV104_pHDB3_10	Expression CV104_pHDB3_20	Expression CV104_pLCV1_5	Expression CV104_pLCV1_10	Expression CV104_pLCV1_20
	1371246	1372127		+	ycjO	b1311	predicted sugar transporter subunit: membrane component of ABC superfamily	1	2	1	6	3	2
	1372114	1372956		+	ycjP	b1312	predicted sugar transporter subunit: membrane component of ABC superfamily	2	2	2	7	1	1
	1372987	1374039		+	ycjQ	b1313	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	1	2	1	5	3	1
	1374058	1374846		+	ycjR	b1314	predicted enzyme	2	3	2	7	2	1
	1374856	1375911		+	ycjS	b1315	"predicted oxidoreductase, NADH-binding"	2	3	2	4	2	3
	1375908	1378175		+	ycjT	b1316	predicted hydrolase	2	3	2	5	2	2
	1378172	1378831		+	ycjU	b1317	beta-phosphoglucomutase	1	1	0	3	1	1
	1379971	1380876		+	ompG	b1319	outer membrane porin G	1	1	2	4	2	1
	1381985	1380987		-	ycjW	b1320	predicted DNA-binding transcriptional regulator	16	15	18	20	18	16
	1382141	1383538		+	ycjX	b1321	conserved protein with nucleoside triphosphate hydrolase domain	45	33	24	53	31	27
	1383535	1384596		+	ycjF	b1322	"inner membrane protein, UPF0283 family"	41	33	21	38	28	26
	1384744	1386285		+	tyrR	b1323	"DNA-binding transcriptional dual regulator, tyrosine-binding"	95	101	100	105	99	89
1386843	1386835	1386329	1386329	-	tpx	b1324	lipid hydroperoxide peroxidase	1468	1572	1665	1514	1629	1640
	1386954	1387919		+	ycjG	b1325	L-Ala-D/L-Glu epimerase	17	17	15	21	19	18
	1388622	1387894		-	mpaA	b1326	murein peptide amidase A	19	23	19	28	27	24
	1389877	1388957		-	ycjY	b1327	predicted hydrolase	2	4	4	6	4	4
	1390015	1390914		+	ycjZ	b1328	predicted DNA-binding transcriptional regulator	17	20	17	18	22	18
	1391251	1392864		+	mppA	b1329	murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit	55	55	58	70	64	58
	1393946	1392915		-	ynaI	b1330	MscS family inner membrane protein	42	34	40	45	50	38
1394100	1394100	1395116	1395194	+	insH	b1331	IS5 transposase and trans-activator	203	201	196	209	212	264
1395388	1395389	1395646	1395646	+	ynaJ	b1332	"predicted inner membrane protein, DUF2534 family"	234	254	275	193	227	298
	1396646	1395696		-	uspE	b1333	stress-induced protein	99	80	75	100	89	81
1397550	1397550	1396798	1396798	-	fnr	b1334	"DNA-binding transcriptional dual regulator, global regulator of anaerobic growth"	623	581	640	619	626	587
	1398260	1397745		-	ogt	b1335	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	21	18	19	25	20	19
	1399797	1398271		-	abgT	b1336	p-aminobenzoyl-glutamate transporter; membrane protein	3	3	4	8	3	2
	1401279	1399834		-	abgB	b1337	"p-aminobenzoyl-glutamate hydrolase, B subunit"	2	3	2	6	2	2
	1402589	1401279		-	abgA	b1338	"p-aminobenzoyl-glutamate hydrolase, A subunit"	1	2	2	5	1	2
	1402765	1403673		+	abgR	b1339	predicted DNA-binding transcriptional regulator of abgABT operon	4	4	5	9	5	5
1403833			1403676	-	isrA	b4426	-	2	5	5	8	5	3
	1404003	1404566		+	smrA	b1340	DNA endonuclease	57	50	51	48	52	54
	1405819	1404587		-	ydaM	b1341	"diguanylate cyclase, csgD regulator"	8	10	8	13	12	10
	1406074	1407057		+	ydaN	b1342	predicted Zn(II) transporter	39	37	40	35	38	34
1407153			1407274	+	fnrS	b4699	-	11	16	22	17	18	10
	1407535	1408908		+	dbpA	b1343	"ATP-dependent RNA helicase, specific for 23S rRNA"	22	22	28	25	25	23
	1409972	1409037	1409037	-	ttcA	b1344	tRNA 2-thiocytidine biosynthesis protein	221	204	237	224	235	225
	1411259	1410024		-	intR	b1345	Rac prophage; integrase	21	23	26	38	27	24
	1411476	1411261		-	ydaQ	b1346	Rac prophage; conserved protein	2	6	5	9	4	2
	1411764	1411555		-	ydaC	b1347	Rac prophage; predicted protein	2	3	3	3	2	3
	1411951	1411757		-	ralR	b1348	Rac prophage; restriction alleviation protein	1	3	2	6	2	2
	1412817	1412008		-	recT	b1349	Rac prophage; recombination and repair protein	5	6	6	11	5	4
	1415410	1412810		-	recE	b1350	"Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease"	3	3	3	8	3	3
	1415787	1415512		-	racC	b1351	Rac prophage; predicted protein	2	1	3	10	3	2
	1416032	1415862		-	ydaE	b4526	Rac prophage; conserved protein	1	1	5	7	6	2
	1416253	1416032		-	kilR	b1352	"Rac prophage; inhibitor of ftsZ, killing protein"	1	3	1	4	3	2
	1416695	1417183		+	sieB	b1353	Rac prophage; phage superinfection exclusion protein	6	7	8	13	9	7
	1417335	1417180		-	ydaF	b4527	Rac prophage; predicted protein	6	10	12	22	11	4
	1417480	1417346		-	ydaG	b1355	Rac prophage; predicted protein	5	5	1	14	4	9
	1418265	1417789		-	racR	b1356	Rac prophage; predicted DNA-binding transcriptional regulator	68	69	85	78	87	74
	1418389	1418685		+	ydaS	b1357	Rac prophage; predicted DNA-binding transcriptional regulator	4	3	8	11	10	8
	1418708	1419130		+	ydaT	b1358	Rac prophage; predicted protein	3	2	4	5	4	5
	1419143	1420000		+	ydaU	b1359	Rac prophage; conserved protein	2	3	3	7	4	5
	1420007	1420753		+	ydaV	b1360	Rac prophage; predicted DNA replication protein	2	4	2	5	4	1
	1421424	1421609		+	rzoR	b4528	Rac prophage; predicted lipoprotein	9	10	12	21	15	15
	1421806	1423263		+	trkG	b1363	Rac prophage; potassium transporter subunit	15	16	22	20	20	17
	1423401	1423664		+	ynaK	b1365	Rac prophage; conserved protein	4	4	6	7	8	5
	1426750	1425770		-	insH	b1370	IS5 transposase and trans-activator	9	9	9	17	11	13
	1427073	1430435		+	stfR	b1372	Rac prophage; predicted tail fiber protein	1	3	2	5	2	2
	1430435	1431010		+	tfaR	b1373	Rac prophage; predicted tail fiber assembly protein	2	1	4	6	3	2
	1431698	1431108		-	pinR	b1374	Rac prophage; predicted site-specific recombinase	4	4	4	9	6	5
	1432248	1432015		-	ynaE	b1375	"cold shock protein, function unknown, Rac prophage"	1	3	1	13	5	1
	1433643	1433209		-	uspF	b1376	"stress-induced protein, ATP-binding protein"	29	30	31	44	32	40
	1434917	1433784		-	ompN	b1377	"outer membrane pore protein N, non-specific"	1	2	2	9	3	3
1435145			1435253	+	micC	b4427	-	3	3	4	14	5	0
	1438808	1435284		-	ydbK	b1378	fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein	79	85	87	78	80	84
	1439082	1439348		+	ydbJ	b4529	"predicted lipoprotein, DUF333 family"	71	63	63	53	70	69
	1439767	1439345		-	hslJ	b1379	heat-inducible lipoprotein involved in novobiocin resistance	110	111	127	114	123	131
	1440867	1439878	1439878	-	ldhA	b1380	"fermentative D-lactate dehydrogenase, NAD-dependent"	267	236	193	295	291	217
	1441075	1443714		+	ydbH	b1381	predicted protein	21	21	20	22	19	22
	1443711	1443896		+	ynbE	b1382	lipoprotein	32	44	42	55	36	51
	1443904	1444230		+	ydbL	b1383	conserved protein	39	43	43	65	38	48
	1445307	1444402		-	feaR	b1384	DNA-binding transcriptional activator for tynA and feaB	5	6	7	11	7	9
	1445543	1447042		+	feaB	b1385	phenylacetaldehyde dehydrogenase	7	9	8	9	9	8
	1449373	1447100		-	tynA	b1386	"tyramine oxidase, copper-requiring"	2	3	2	7	2	3
	1451666	1449621		-	paaZ	b1387	"fused oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase"	1	2	2	4	2	1
	1451951	1452880		+	paaA	b1388	"ring 1,2-phenylacetyl-CoA epoxidase subunit"	1	3	4	10	3	4
	1452892	1453179		+	paaB	b1389	"ring 1,2-phenylacetyl-CoA epoxidase possible subunit, not required for in vitro activity"	20	38	36	114	35	29
	1453188	1453934		+	paaC	b1390	"ring 1,2-phenylacetyl-CoA epoxidase subunit"	8	14	10	41	10	10
	1453949	1454446		+	paaD	b1391	"ring 1,2-phenylacetyl-CoA epoxidase subunit"	1	1	2	5	2	2
	1454454	1455524		+	paaE	b1392	"ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component"	2	2	1	5	1	3
	1455521	1456288		+	paaF	b1393	"2,3-dehydroadipyl-CoA hydratase"	1	2	1	4	3	3
	1456288	1457076		+	paaG	b1394	"1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming"	1	3	2	5	2	2
	1457078	1458505		+	paaH	b1395	"3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent"	2	3	2	8	2	3
	1458495	1458917		+	paaI	b1396	"thioesterase, most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters"	2	2	4	5	3	3
	1458917	1460122		+	paaJ	b1397	"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase"	6	5	7	9	5	7
	1460149	1461462		+	paaK	b1398	phenylacetyl-CoA ligase	5	6	6	9	8	8
	1461563	1462513		+	paaX	b1399	"DNA-binding transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"	24	26	23	24	25	23
	1462495	1463085		+	paaY	b1400	predicted hexapeptide repeat acetyltransferase	29	38	35	41	39	33
	1463254	1463189		-	ynbG	b4674	expressed protein	0	4	1	4	0	1
	1466850	1465945		-	insD	b1402	IS2 transposase TnpB	12	11	11	19	15	13
	1467173	1466808		-	insC	b1403	IS2 repressor TnpA	15	22	12	26	17	14
	1467382	1468533		+	insI	b1404	IS30 transposase	16	15	20	19	19	16
	1472245	1473105		+	ydbC	b1406	"predicted oxidoreductase, NAD(P)-binding"	8	8	8	10	11	12
	1473168	1475474		+	ydbD	b1407	predicted PF10971 family periplasmic methylglyoxal resistance protein	2	2	3	8	3	2
	1475645	1476250		+	ynbA	b1408	inner membrane protein	0	1	2	8	2	1
	1476250	1477146		+	ynbB	b1409	predicted CDP-diglyceride synthase	1	1	1	5	1	0
	1477162	1478919		+	ynbC	b1410	predicted hydrolase	1	2	3	5	2	2
	1478933	1480225		+	ynbD	b1411	predicted phosphatase inner membrane protein	3	4	4	6	3	2
	1480884	1480279		-	azoR	b1412	"NADH-azoreductase, FMN-dependent"	53	54	48	45	52	44
	1481085	1484987		+	hrpA	b1413	predicted ATP-dependent helicase	63	63	66	63	56	65
	1485259	1486059		+	ydcF	b1414	"conserved SAM-binding protein, DUF218 superfamily"	42	41	38	33	34	39
	1486256	1487695		+	aldA	b1415	"aldehyde dehydrogenase A, NAD-linked"	55	63	61	70	83	131
	1488926	1489456		+	cybB	b1418	cytochrome b561	93	109	102	117	112	86
1489530			1489467	-	rydC	b4597	-	44	56	51	48	59	57
	1489701	1489874		+	ydcA	b1419	predicted protein	48	50	44	47	64	49
	1490095	1489946		-	hokB	b4428	"toxic polypeptide, small"	62	62	55	59	81	61
	1490153	1489986		-	mokB	b1420	regulatory peptide	54	54	51	49	69	51
1490143			1490198	+	sokB	b4429	-	26	17	32	26	36	24
	1490494	1492134		+	trg	b1421	"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor"	5	5	6	9	4	6
	1493095	1492172		-	ydcI	b1422	predicted DNA-binding transcriptional regulator	70	69	94	72	84	93
	1493312	1494655		+	ydcJ	b1423	predicted metalloenzyme	3	4	4	9	4	4
	1494880	1496535		+	opgD	b1424	osmoregulated periplasmic glucan (OPG) biosynthesis periplasmic protein	66	63	59	70	66	60
	1496675	1496899		+	ydcH	b1426	predicted protein	22	24	27	36	33	33
	1496962	1497501		+	rimL	b1427	ribosomal-protein-L7/L12-serine acetyltransferase	20	29	23	24	21	22
	1498473	1497493		-	ydcK	b1428	predicted enzyme	4	5	6	9	6	6
	1498597	1499589		+	tehA	b1429	potassium-tellurite ethidium and proflavin transporter	21	20	18	22	22	16
	1499586	1500179		+	tehB	b1430	"tellurite resistance protein, SAM-dependent; predicted S-adenosyl-L-methionine-dependent methyltransferase"	62	65	67	73	78	68
	1500481	1501149		+	ydcL	b1431	lipoprotein	54	62	68	63	71	71
	1501741	1502889		+	insQ	b1432	IS609 transposase B	20	18	23	24	20	18
	1504104	1502929		-	ydcO	b1433	"inner membrane protein, predicted transporter, function unknown"	2	2	3	5	3	2
	1504196	1504732		+	ydcN	b1434	predicted DNA-binding transcriptional regulator	17	19	21	23	18	19
	1504805	1506766		+	ydcP	b1435	predicted peptidase	100	95	98	98	92	99
	1507088	1506858		-	yncJ	b1436	predicted protein	7	9	6	8	9	13
	1507310	1507486		+	hicA	b4532	mRNA interferase toxin of the HicAB toxin-antitoxin system	17	24	22	21	25	28
	1507532	1507948		+	hicB	b1438	antitoxin for the HicAB toxin-antitoxin system; mutational suppressor of null rpoE lethality	25	20	30	26	34	23
	1508027	1509433		+	ydcR	b1439	fused predicted DNA-binding transcriptional regulator/predicted amino transferase	27	31	30	34	30	25
	1509678	1510823		+	ydcS	b1440	"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog"	2	3	5	6	5	4
	1510841	1511854		+	ydcT	b1441	predicted spermidine/putrescine transporter subunit	1	3	3	5	3	2
	1511855	1512796		+	ydcU	b1442	predicted spermidine/putrescine transporter subunit	2	2	3	4	4	3
	1512786	1513580		+	ydcV	b1443	predicted spermidine/putrescine transporter subunit	2	3	3	6	3	2
	1513602	1515026		+	prr	b1444	gamma-aminobutyraldehyde dehydrogenase	7	7	9	10	8	10
	1515218	1515123		-	yncL	b4598	hypothetical protein	20	40	46	45	56	55
	1515413	1515586		+	ydcX	b1445	"conserved protein, DUF2566 family"	43	38	51	47	40	36
	1515672	1515905		+	ydcY	b1446	predicted protein	198	185	175	160	143	166
	1516355	1515906		-	ydcZ	b1447	"inner membrane protein, DUF606 family"	21	25	23	25	26	25
	1516870	1516352		-	yncA	b1448	predicted acyltransferase with acyl-CoA N-acyltransferase domain	29	25	23	30	26	21
	1517051	1518088		+	curA	b1449	"curcumin/dihydrocurcumin reductase, NADPH-dependent"	10	12	15	13	15	16
	1518286	1518951		+	mcbR	b1450	"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled"	11	12	14	13	12	14
	1521089	1518987		-	yncD	b1451	predicted iron outer membrane transporter	32	35	39	37	33	35
	1521331	1522392		+	yncE	b1452	"ATP-binding protein, periplasmic, function unknown"	133	121	122	84	105	104
	1524004	1522505		-	ansP	b1453	L-asparagine transporter	30	32	30	42	29	29
	1524271	1524888		+	yncG	b1454	glutathione S-transferase homolog	1	4	1	6	2	3
	1524964	1525176		+	yncH	b1455	conserved protein	1	0	2	4	2	1
	1527946	1528428		+	ydcD	b1457	predicted protein	3	5	6	5	4	5
	1529840	1530976		+	ydcC	b1460	conserved protein	2	1	2	7	2	1
	1531076	1531309		+	pptA	b1461	4-oxalocrotonate tautomerase	21	25	25	21	30	25
	1531875	1531306		-	yddH	b1462	conserved protein	5	6	5	8	7	6
	1532048	1532893		+	nhoA	b1463	N-hydroxyarylamine O-acetyltransferase	7	8	6	8	7	8
	1533882	1532989		-	yddE	b1464	"conserved predicted enzyme, PhzC-PhzF family"	25	25	32	34	26	22
	1534641	1533961		-	narV	b1465	"nitrate reductase 2 (NRZ), gamma subunit"	2	4	3	7	1	2
	1535333	1534638		-	narW	b1466	"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)"	1	1	1	4	1	2
	1536877	1535333		-	narY	b1467	"nitrate reductase 2 (NRZ), beta subunit"	2	4	4	9	3	3
	1540614	1536874		-	narZ	b1468	"nitrate reductase 2 (NRZ), alpha subunit"	2	3	2	4	1	2
	1542084	1540696		-	narU	b1469	nitrate/nitrite transporter	1	2	2	7	1	2
	1542743	1542408		-	yddJ	b1470	predicted protein	0	1	0	5	3	1
	1545193	1544312		-	yddG	b1473	aromatic amino acid exporter	13	18	16	19	19	18
	1545425	1548472		+	fdnG	b1474	"formate dehydrogenase-N, alpha subunit, nitrate-inducible"	2	3	3	6	2	2
	1548485	1549369		+	fdnH	b1475	"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible"	3	3	3	4	3	2
	1549362	1550015		+	fdnI	b1476	"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible"	4	7	7	11	8	7
	1550706	1550422		-	yddM	b1477	predicted DNA-binding transcriptional regulator	23	20	26	37	30	21
	1551862	1550852		-	adhP	b1478	ethanol-active dehydrogenase/acetaldehyde-active reductase	10	14	24	13	18	25
	1553693	1551996		-	maeA	b1479	"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"	124	134	143	113	132	148
	1553987	1553850		-	sra	b1480	Stationary-phase-induced ribosome-associated protein	55	81	118	100	118	136
	1554304	1554089		-	bdm	b1481	biofilm-dependent modulation protein	1	2	1	1	2	3
	1554649	1555080		+	osmC	b1482	"Lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin"	37	43	47	44	56	52
	1556062	1555136		-	ddpF	b1483	"D,D-dipeptide permease system, ATP-binding component"	3	2	4	5	2	2
	1557041	1556055		-	ddpD	b1484	"D,D-dipeptide permease system, ATP-binding component"	1	4	3	4	2	2
	1557934	1557038		-	ddpC	b1485	D-ala-D-ala transporter subunit	2	2	2	3	3	1
	1558953	1557931		-	ddpB	b1486	D-ala-D-ala transporter subunit	1	1	2	5	1	1
	1560505	1558955		-	ddpA	b1487	D-ala-D-a la transporter subunit	1	2	2	5	2	2
	1561100	1560519		-	ddpX	b1488	"D-ala-D-ala dipeptidase, Zn-dependent"	0	1	1	5	1	0
	1563757	1561358		-	dosP	b1489	"oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator"	3	4	3	6	4	3
	1565164	1563782		-	dosC	b1490	diguanylate cyclase; cold- and stationary phase-induced oxygen-dependent biofilm regulator; positively regulates csgBAC and pgaABCD	3	6	6	10	8	5
	1566847	1565528		-	yddW	b1491	"liprotein, glycosyl hydrolase homolog"	37	35	32	40	37	35
	1568513	1566978		-	gadC	b1492	predicted glutamate:gamma-aminobutyric acid antiporter	3	5	4	9	8	5
	1570069	1568669		-	gadB	b1493	"glutamate decarboxylase B, PLP-dependent"	3	7	4	10	6	4
	1573226	1570431		-	pqqL	b1494	predicted peptidase	8	9	9	12	9	9
	1575643	1573271		-	yddB	b1495	predicted porin protein	5	8	7	8	7	5
	1577366	1575681		-	yddA	b1496	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component	2	4	3	8	5	4
	1578814	1577657		-	ydeM	b1497	conserved protein	1	1	2	7	2	3
	1580548	1578866		-	ydeN	b1498	conserved protein	2	3	4	6	3	6
	1581711	1580950		-	ydeO	b1499	transcriptional activator for mdtEF	0	2	1	5	3	2
	1581983	1581786		-	safA	b1500	"Two component system connector membrane protein, EvgSA to PhoQP"	1	1	4	7	2	4
	1584510	1582231		-	ydeP	b1501	predicted oxidoreductase	4	6	6	14	7	5
	1585758	1584844		-	ydeQ	b1502	predicted fimbrial-like adhesin protein	1	2	3	5	3	1
	1586320	1585817		-	ydeR	b1503	predicted fimbrial-like adhesin protein	1	2	4	7	5	2
	1586863	1586333		-	ydeS	b1504	predicted fimbrial-like adhesin protein	0	0	2	6	2	1
	1590200	1588878		-	hipA	b1507	serine protein kinase required for perister formation; toxin of HipAB toxin-antitoxin system	37	29	33	44	31	26
	1590466	1590200		-	hipB	b1508	antitoxin of HipAB toxin-antitoxin system	42	41	41	62	41	26
	1598233	1596641		-	lsrK	b1511	autoinducer-2 (AI-2) kinase	4	5	4	7	7	5
	1599265	1598312		-	lsrR	b1512	lsr operon transcriptional repressor	9	10	11	13	9	8
	1599514	1601049		+	lsrA	b1513	Autoinducer 2 import ATP-binding protein	1	1	2	5	3	0
	1601043	1602071		+	lsrC	b1514	Autoinducer 2 import system permease protein	0	1	2	3	1	2
	1602071	1603063		+	lsrD	b1515	autoinducer 2 import system permease protein	3	6	5	13	6	3
	1603075	1604097		+	lsrB	b1516	autoinducer 2-binding protein	2	2	3	6	2	2
	1604124	1604999		+	lsrF	b1517	putative autoinducer-2 (AI-2) aldolase	2	3	5	7	4	3
	1605023	1605313		+	lsrG	b1518	autoinducer-2 (AI-2) degrading protein LsrG	5	4	6	5	6	6
	1605370	1606128		+	tam	b1519	trans-aconitate methyltransferase	7	9	10	10	9	9
	1607046	1606132		-	yneE	b1520	"predicted inner membrane protein, bestrophin family"	21	21	24	23	18	17
	1608704	1607253		-	uxaB	b1521	"altronate oxidoreductase, NAD-dependent"	4	3	4	8	4	4
	1609878	1608931		-	yneF	b1522	predicted diguanylate cyclase	10	10	9	10	12	10
	1610349	1609990		-	yneG	b1523	conserved protein	55	42	52	43	46	47
	1611275	1610349		-	yneH	b1524	glutaminase	62	64	64	49	57	53
	1612727	1611339		-	sad	b1525	"succinate semialdehyde dehydrogenase, NAD(P)+-dependent"	16	17	19	21	16	15
	1612828	1613709		+	yneJ	b1526	predicted DNA-binding transcriptional regulator	15	17	12	18	18	14
	1613787	1614902		+	yneK	b1527	predicted protein	1	2	2	6	3	2
	1615052	1616242		+	ydeA	b1528	predicted arabinose transporter	33	34	31	28	29	22
	1616932	1616267		-	marC	b1529	"inner membrane protein, UPF0056 family"	20	21	19	24	21	19
	1617144	1617578		+	marR	b1530	DNA-binding transcriptional repressor of multiple antibiotic resistance	27	27	30	32	30	31
	1617598	1617981		+	marA	b1531	DNA-binding transcriptional dual activator of multiple antibiotic resistance	68	74	76	75	72	72
	1618013	1618231		+	marB	b1532	predicted protein	39	50	40	44	39	44
	1619161	1618262		-	eamA	b1533	cysteine and O-acetyl-L-serine efflux system	23	24	27	24	29	26
	1619356	1620543		+	ydeE	b1534	predicted transporter	11	10	12	13	12	9
	1620670	1620765		+	yneM	b4599	"expressed protein, membrane-associated"	124	137	184	123	116	188
1620938			1620841	-	mgrR	b4698	-	14	11	14	17	9	14
	1621874	1620984		-	ydeH	b1535	"diguanylate cyclase, required for pgaD induction"	8	9	8	11	11	9
	1622521	1622129		-	ydeI	b1536	conserved protein	2	4	3	3	5	2
